Zip Code,DMA,Country,Population
17225,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",19815
17228,Washington DC (Hagerstown MD),"FULTON, PA",1145
17229,Washington DC (Hagerstown MD),"FULTON, PA",1177
17232,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",0
17233,Washington DC (Hagerstown MD),"FULTON, PA",5313
17236,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",8651
17237,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",1981
17238,Washington DC (Hagerstown MD),"FULTON, PA",1637
17239,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",260
17240,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",3957
17241,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",11552
17243,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",1453
17244,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",2515
17246,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",151
17252,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",3934
17255,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",1113
17257,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",29525
17260,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",1188
17262,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",1668
17264,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",2277
17265,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",568
17266,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",489
17267,Washington DC (Hagerstown MD),"FULTON, PA",2804
17268,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",29386
17271,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",295
17301,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",4218
17302,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",2594
17304,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",2801
17307,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",5619
17309,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",2022
17313,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",10460
17314,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",6075
17315,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",25612
17316,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",8059
17319,Harrisburg-Lancaster-Lebanon-York PA,"YORK NORTH, PA",12165
17320,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",7758
17321,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",2312
17322,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",6159
17324,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",4039
17325,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",28405
17327,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",7792
17329,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",2514
17331,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",51225
17339,Harrisburg-Lancaster-Lebanon-York PA,"YORK NORTH, PA",6592
17340,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",10872
17344,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",3543
17345,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",7709
17347,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",6553
17349,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",7002
17350,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",12898
17352,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",1265
17353,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",3667
17356,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",22093
17360,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",6646
17361,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",6386
17362,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",13498
17363,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",9269
17364,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",3780
17365,Harrisburg-Lancaster-Lebanon-York PA,"YORK NORTH, PA",2302
17366,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",5399
17368,Harrisburg-Lancaster-Lebanon-York PA,"YORK REMAINDER, PA",7121
17370,Harrisburg-Lancaster-Lebanon-York PA,"YORK NORTH, PA",4898
17372,Harrisburg-Lancaster-Lebanon-York PA,"ADAMS, PA",4327
17401,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",18135
17402,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",37126
17403,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",39459
17404,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",34731
17405,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",0
17406,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",24505
17407,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",2116
17408,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",23332
17415,Harrisburg-Lancaster-Lebanon-York PA,"YORK (Y-SPLIT), PA",0
17501,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",4241
17502,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",2777
17505,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",1785
17509,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",4916
17512,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",17971
17516,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",4379
17517,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",16865
17518,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",1462
17519,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",7288
17520,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",4636
17522,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",34474
17527,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",5946
17529,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",4565
17532,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",2986
17535,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",2962
17536,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",3125
17538,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",6261
17540,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",10657
17543,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",43481
17545,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",22161
17547,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",7429
17551,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",11489
17552,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",20262
17554,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",8308
17555,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",7469
17557,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",14300
17560,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",4801
17562,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",4548
17563,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",3853
17565,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",2723
17566,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",12681
17569,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",5837
17572,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",4278
17576,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",225
17578,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",6797
17579,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",6309
17581,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",877
17582,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",2166
17584,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",9770
17601,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",52614
17602,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",51809
17603,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",62596
17701,Wilkes Barre-Scranton PA,"LYCOMING, PA",43927
17702,Wilkes Barre-Scranton PA,"LYCOMING, PA",10521
17721,Wilkes Barre-Scranton PA,"CLINTON, PA",1584
17723,Wilkes Barre-Scranton PA,"LYCOMING, PA",37
17724,Wilkes Barre-Scranton PA,"BRADFORD, PA",4949
17727,Wilkes Barre-Scranton PA,"LYCOMING, PA",66
17728,Wilkes Barre-Scranton PA,"LYCOMING, PA",5011
17729,Wilkes Barre-Scranton PA,"CLINTON, PA",46
17737,Wilkes Barre-Scranton PA,"LYCOMING, PA",6301
17740,Wilkes Barre-Scranton PA,"LYCOMING, PA",12577
17742,Wilkes Barre-Scranton PA,"LYCOMING, PA",14
17744,Wilkes Barre-Scranton PA,"LYCOMING, PA",2995
17745,Wilkes Barre-Scranton PA,"CLINTON, PA",18948
17747,Wilkes Barre-Scranton PA,"CLINTON, PA",3315
17751,Wilkes Barre-Scranton PA,"CLINTON, PA",7445
17752,Wilkes Barre-Scranton PA,"LYCOMING, PA",4688
17754,Wilkes Barre-Scranton PA,"LYCOMING, PA",12489
17756,Wilkes Barre-Scranton PA,"LYCOMING, PA",12354
17758,Wilkes Barre-Scranton PA,"SULLIVAN, PA",710
17763,Wilkes Barre-Scranton PA,"LYCOMING, PA",250
17764,Wilkes Barre-Scranton PA,"CLINTON, PA",2170
17765,Elmira (Corning) NY,"TIOGA, PA",1237
17768,Wilkes Barre-Scranton PA,"SULLIVAN, PA",323
17771,Wilkes Barre-Scranton PA,"LYCOMING, PA",3209
17772,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",2494
17774,Wilkes Barre-Scranton PA,"LYCOMING, PA",1355
17776,Wilkes Barre-Scranton PA,"LYCOMING, PA",282
17777,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",7501
17778,Wilkes Barre-Scranton PA,"CLINTON, PA",84
17779,Wilkes Barre-Scranton PA,"CLINTON, PA",311
17801,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",16139
17810,Wilkes Barre-Scranton PA,"UNION, PA",5843
17812,Wilkes Barre-Scranton PA,"SNYDER, PA",1331
17813,Wilkes Barre-Scranton PA,"SNYDER, PA",2092
17814,Wilkes Barre-Scranton PA,"COLUMBIA, PA",4888
17815,Wilkes Barre-Scranton PA,"COLUMBIA, PA",30691
17820,Wilkes Barre-Scranton PA,"COLUMBIA, PA",5409
17821,Wilkes Barre-Scranton PA,"MONTOUR, PA",18276
17823,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",1208
17824,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",3812
17827,Wilkes Barre-Scranton PA,"SNYDER, PA",771
17830,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",1977
17832,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",817
17834,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",3439
17835,Wilkes Barre-Scranton PA,"UNION, PA",374
17836,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",217
17837,Wilkes Barre-Scranton PA,"UNION, PA",19764
17841,Harrisburg-Lancaster-Lebanon-York PA,"MIFFLIN, PA",4863
17842,Wilkes Barre-Scranton PA,"SNYDER, PA",8529
17844,Wilkes Barre-Scranton PA,"UNION, PA",10555
17845,Wilkes Barre-Scranton PA,"UNION, PA",1932
17846,Wilkes Barre-Scranton PA,"COLUMBIA, PA",3957
17847,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",11564
17850,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",746
17851,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",7647
17853,Wilkes Barre-Scranton PA,"SNYDER, PA",3422
17855,Wilkes Barre-Scranton PA,"UNION, PA",1161
17856,Wilkes Barre-Scranton PA,"UNION, PA",3227
17857,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",7425
17859,Wilkes Barre-Scranton PA,"COLUMBIA, PA",2787
17860,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",2584
17864,Wilkes Barre-Scranton PA,"SNYDER, PA",2237
17866,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",10424
17867,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",146
17870,Wilkes Barre-Scranton PA,"SNYDER, PA",15455
17872,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",9166
17876,Wilkes Barre-Scranton PA,"SNYDER, PA",1849
17877,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",0
17878,Wilkes Barre-Scranton PA,"COLUMBIA, PA",1365
17881,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",1477
17886,Wilkes Barre-Scranton PA,"UNION, PA",1312
17888,Wilkes Barre-Scranton PA,"COLUMBIA, PA",276
17889,Wilkes Barre-Scranton PA,"UNION, PA",2577
17901,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",23298
17921,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",7526
17922,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",4773
17923,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",536
17925,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",384
17929,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",1581
17931,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",8667
17934,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",462
17935,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",1582
17938,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",2469
17941,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",806
17948,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",4863
17954,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",4443
17957,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",356
17959,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",1414
17960,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",3848
17961,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",6493
17963,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",8944
17964,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",872
17965,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",2057
17967,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",2532
17968,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",223
17970,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",3087
17972,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",11244
17976,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",6715
17978,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",247
17980,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",3064
17981,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",2768
17983,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",1433
17985,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",1177
18011,Philadelphia PA,"LEHIGH BALANCE, PA",5696
18013,Philadelphia PA,"NORTHAMPTON, PA",17835
18014,Philadelphia PA,"NORTHAMPTON, PA",11248
18015,Philadelphia PA,"NORTHAMPTON, PA",33291
18017,Philadelphia PA,"NORTHAMPTON, PA",38552
18018,Philadelphia PA,"LEHIGH BALANCE, PA",32089
18020,Philadelphia PA,"NORTHAMPTON, PA",20734
18031,Philadelphia PA,"LEHIGH BALANCE, PA",9661
18032,Philadelphia PA,"LEHIGH BALANCE, PA",9372
18034,Philadelphia PA,"LEHIGH BALANCE, PA",8850
18035,Philadelphia PA,"NORTHAMPTON, PA",102
18036,Philadelphia PA,"LEHIGH BALANCE, PA",13539
18037,Philadelphia PA,"LEHIGH BALANCE, PA",7834
18038,Philadelphia PA,"NORTHAMPTON, PA",2818
18040,Philadelphia PA,"NORTHAMPTON, PA",16447
18041,Philadelphia PA,"MONTGOMERY BALANCE, PA",5240
18042,Philadelphia PA,"NORTHAMPTON, PA",42140
18045,Philadelphia PA,"NORTHAMPTON, PA",26500
18049,Philadelphia PA,"LEHIGH BALANCE, PA",17294
18051,Philadelphia PA,"LEHIGH BALANCE, PA",3590
18052,Philadelphia PA,"LEHIGH BALANCE, PA",27403
18053,Philadelphia PA,"LEHIGH BALANCE, PA",2203
18054,Philadelphia PA,"MONTGOMERY BALANCE, PA",4151
18055,Philadelphia PA,"NORTHAMPTON, PA",11703
18056,Philadelphia PA,"BERKS BALANCE, PA",634
18058,Wilkes Barre-Scranton PA,"MONROE SOUTHWEST, PA",10221
18059,Philadelphia PA,"LEHIGH BALANCE, PA",1108
18062,Philadelphia PA,"LEHIGH BALANCE, PA",25661
18064,Philadelphia PA,"NORTHAMPTON, PA",25782
18066,Philadelphia PA,"LEHIGH BALANCE, PA",6440
18067,Philadelphia PA,"NORTHAMPTON, PA",18535
18069,Philadelphia PA,"LEHIGH BALANCE, PA",8005
18070,Philadelphia PA,"MONTGOMERY BALANCE, PA",1034
18071,Wilkes Barre-Scranton PA,"CARBON, PA",10059
18072,Philadelphia PA,"NORTHAMPTON, PA",6276
18073,Philadelphia PA,"MONTGOMERY BALANCE, PA",10179
18074,Philadelphia PA,"MONTGOMERY BALANCE, PA",6009
18076,Philadelphia PA,"MONTGOMERY BALANCE, PA",2919
18077,Philadelphia PA,"BUCKS, PA",2215
18078,Philadelphia PA,"LEHIGH BALANCE, PA",7301
18080,Philadelphia PA,"LEHIGH BALANCE, PA",11364
18085,Philadelphia PA,"NORTHAMPTON, PA",1022
18087,Philadelphia PA,"LEHIGH BALANCE, PA",546
18088,Philadelphia PA,"NORTHAMPTON, PA",8359
18091,Philadelphia PA,"NORTHAMPTON, PA",5370
18092,Philadelphia PA,"LEHIGH BALANCE, PA",3112
18101,Philadelphia PA,"LEHIGH HDHA, PA",4382
18102,Philadelphia PA,"LEHIGH HDHA, PA",49202
18103,Philadelphia PA,"LEHIGH BALANCE, PA",46777
18104,Philadelphia PA,"LEHIGH BALANCE, PA",44572
18106,Philadelphia PA,"LEHIGH BALANCE, PA",7351
18109,Philadelphia PA,"LEHIGH BALANCE, PA",17570
18201,Wilkes Barre-Scranton PA,"LUZERNE, PA",27074
18202,Wilkes Barre-Scranton PA,"LUZERNE, PA",11736
18210,Wilkes Barre-Scranton PA,"CARBON, PA",8224
18211,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",1361
18214,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",2030
18216,Wilkes Barre-Scranton PA,"CARBON, PA",986
18218,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",2208
18219,Wilkes Barre-Scranton PA,"LUZERNE, PA",1427
18220,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",329
18222,Wilkes Barre-Scranton PA,"LUZERNE, PA",9174
18224,Wilkes Barre-Scranton PA,"LUZERNE, PA",5940
18229,Wilkes Barre-Scranton PA,"CARBON, PA",8802
18232,Wilkes Barre-Scranton PA,"CARBON, PA",3819
18235,Wilkes Barre-Scranton PA,"CARBON, PA",19231
18237,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",3353
18240,Wilkes Barre-Scranton PA,"CARBON, PA",3866
18245,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",425
18246,Wilkes Barre-Scranton PA,"LUZERNE, PA",187
18248,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",617
18249,Wilkes Barre-Scranton PA,"LUZERNE, PA",3698
18250,Wilkes Barre-Scranton PA,"CARBON, PA",2954
18252,Wilkes Barre-Scranton PA,"SCHUYLKILL, PA",10507
18255,Wilkes Barre-Scranton PA,"CARBON, PA",4637
18301,Wilkes Barre-Scranton PA,"MONROE EAST, PA",30198
18302,Wilkes Barre-Scranton PA,"MONROE EAST, PA",16838
18320,Wilkes Barre-Scranton PA,"MONROE EAST, PA",0
18321,Wilkes Barre-Scranton PA,"MONROE EAST, PA",1727
18322,Wilkes Barre-Scranton PA,"MONROE SOUTHWEST, PA",2396
18323,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",176
18324,"New York, NY","PIKE, PA",8998
18325,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",2454
18326,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",4605
18327,Wilkes Barre-Scranton PA,"MONROE EAST, PA",498
18328,"New York, NY","PIKE, PA",7358
18330,Wilkes Barre-Scranton PA,"MONROE SOUTHWEST, PA",7948
18331,Wilkes Barre-Scranton PA,"MONROE SOUTHWEST, PA",534
18332,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",3503
18333,Wilkes Barre-Scranton PA,"MONROE SOUTHWEST, PA",454
18334,Wilkes Barre-Scranton PA,"MONROE SOUTHWEST, PA",4873
18335,Wilkes Barre-Scranton PA,"MONROE EAST, PA",1019
18336,"New York, NY","PIKE, PA",3840
18337,"New York, NY","PIKE, PA",14406
18340,"New York, NY","PIKE, PA",254
18341,Wilkes Barre-Scranton PA,"MONROE EAST, PA",0
18343,Philadelphia PA,"NORTHAMPTON, PA",4243
18344,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",3656
18346,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",2591
18347,Wilkes Barre-Scranton PA,"MONROE SOUTHWEST, PA",2592
18348,Wilkes Barre-Scranton PA,"MONROE SOUTHWEST, PA",0
18349,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",149
18350,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",1668
18352,Wilkes Barre-Scranton PA,"MONROE EAST, PA",1197
18353,Wilkes Barre-Scranton PA,"MONROE SOUTHWEST, PA",12151
18354,Wilkes Barre-Scranton PA,"MONROE EAST, PA",1139
18355,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",1149
18357,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",204
18360,Wilkes Barre-Scranton PA,"MONROE EAST, PA",26749
18370,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",871
18371,"New York, NY","PIKE, PA",964
18372,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",2572
18403,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",6898
18405,Wilkes Barre-Scranton PA,"WAYNE, PA",2493
18407,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",13416
18411,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",21649
18414,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",5208
18415,Wilkes Barre-Scranton PA,"WAYNE, PA",1084
18417,Wilkes Barre-Scranton PA,"WAYNE, PA",1069
18419,Wilkes Barre-Scranton PA,"WYOMING, PA",5032
18421,Wilkes Barre-Scranton PA,"SUSQUEHANNA, PA",5495
18424,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",5234
18425,"New York, NY","PIKE, PA",1146
18426,"New York, NY","PIKE, PA",4247
18427,Wilkes Barre-Scranton PA,"WAYNE, PA",119
18428,"New York, NY","PIKE, PA",12116
18430,Wilkes Barre-Scranton PA,"SUSQUEHANNA, PA",5
18431,Wilkes Barre-Scranton PA,"WAYNE, PA",12105
18433,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",6535
18434,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",4070
18435,"New York, NY","PIKE, PA",775
18436,Wilkes Barre-Scranton PA,"WAYNE, PA",12944
18437,Wilkes Barre-Scranton PA,"WAYNE, PA",204
18438,Wilkes Barre-Scranton PA,"WAYNE, PA",1162
18439,Wilkes Barre-Scranton PA,"WAYNE, PA",489
18441,Wilkes Barre-Scranton PA,"SUSQUEHANNA, PA",218
18443,Wilkes Barre-Scranton PA,"WAYNE, PA",545
18444,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",13710
18445,Wilkes Barre-Scranton PA,"WAYNE, PA",2624
18446,Wilkes Barre-Scranton PA,"WYOMING, PA",3460
18447,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",10462
18451,"New York, NY","PIKE, PA",722
18452,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",4923
18453,Wilkes Barre-Scranton PA,"WAYNE, PA",1039
18455,Wilkes Barre-Scranton PA,"WAYNE, PA",75
18456,Wilkes Barre-Scranton PA,"WAYNE, PA",377
18458,"New York, NY","PIKE, PA",2618
18460,Wilkes Barre-Scranton PA,"WAYNE, PA",154
18461,Wilkes Barre-Scranton PA,"WAYNE, PA",363
18462,Wilkes Barre-Scranton PA,"WAYNE, PA",351
18463,Wilkes Barre-Scranton PA,"WAYNE, PA",258
18464,"New York, NY","PIKE, PA",1282
18465,Wilkes Barre-Scranton PA,"SUSQUEHANNA, PA",1329
18466,Wilkes Barre-Scranton PA,"MONROE NORTH, PA",17503
18469,Wilkes Barre-Scranton PA,"WAYNE, PA",300
18470,Wilkes Barre-Scranton PA,"SUSQUEHANNA, PA",1913
18471,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",556
18472,Wilkes Barre-Scranton PA,"WAYNE, PA",7441
18503,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",1178
18504,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",20604
18505,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",20176
18507,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",5194
18508,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",12909
18509,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",13501
18510,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",14221
18512,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",11937
18517,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",5395
18518,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",8090
18519,Wilkes Barre-Scranton PA,"LACKAWANNA, PA",4635
18603,Wilkes Barre-Scranton PA,"COLUMBIA, PA",19324
18610,Wilkes Barre-Scranton PA,"MONROE SOUTHWEST, PA",4341
18612,Wilkes Barre-Scranton PA,"LUZERNE, PA",18614
18614,Wilkes Barre-Scranton PA,"SULLIVAN, PA",2324
18615,Wilkes Barre-Scranton PA,"WYOMING, PA",1996
18616,Wilkes Barre-Scranton PA,"SULLIVAN, PA",616
18617,Wilkes Barre-Scranton PA,"LUZERNE, PA",1773
18618,Wilkes Barre-Scranton PA,"LUZERNE, PA",3796
18619,Wilkes Barre-Scranton PA,"SULLIVAN, PA",267
18621,Wilkes Barre-Scranton PA,"LUZERNE, PA",6284
18622,Wilkes Barre-Scranton PA,"LUZERNE, PA",283
18623,Wilkes Barre-Scranton PA,"WYOMING, PA",2816
18624,Wilkes Barre-Scranton PA,"CARBON, PA",309
